System,3wrobotNI
Controller,MPC
dt,0.1
state_init,[-1.   -3.    1.57]
Nactor,6
pred_step_size_multiplier,5.0
buffer_size,25
run_obj_struct,quadratic
R1_diag,"[75, 50, 25, 10, 5]"
R2_diag,"[1, 10, 1, 0, 0]"
Ncritic,25
gamma,0.8
critic_period_multiplier,1.0
critic_struct,quad-mix
actor_struct,quad-nomix
t [s],x [m],y [m],alpha [rad],run_obj,accum_obj,v [m/s],omega [rad/s]
0.0001,-1.0,-3.0,1.57,587.5097800000001,58.75097800000001,-0.22000000000000003,-0.284
0.0011,-1.0001999478407637,-2.9998020558228133,1.5697418854166667,587.4601335512757,117.49699135512759,-0.22000000000000003,-0.284
0.008987833386081504,-1.0019352667201122,-2.9980843587080495,1.5675017407350196,587.0298846789884,176.19997982302644,-0.22000000000000003,-0.284
0.058987833386081504,-1.0129345800515488,-2.9872062085946673,1.5533017407350196,584.328718837403,234.63285170676676,-0.22000000000000003,-0.284
0.1089878333860815,-1.0239311609139488,-2.9763464429129374,1.5391017407350196,621.201529147018,296.75300462146856,-0.09388336107109685,-2.84
0.15898783338608152,-1.029219745791177,-2.9711514452145424,1.4087501782350196,610.8646093762974,357.8394655590983,-0.09388336107109685,-2.84
0.2089878333860815,-1.0337831820933,-2.966527153225181,1.2667501782350197,600.8879901313272,417.928264572231,-0.16623693041254017,-2.84
0.2589878333860815,-1.0411961695504703,-2.958672522271936,1.1247501782350198,591.2247857201644,477.05074314424746,-0.16623693041254017,-2.84
0.3089878333860815,-1.048415448308597,-2.9505056110906023,0.9827501782350199,582.461584463619,535.2969015906094,-0.16623693041254017,-2.84
0.3589878333860815,-1.0549810809841835,-2.9423515821198962,0.84075017823502,578.4039149288026,593.1372930834897,-0.6370926652443898,-2.8399999999964995
0.40898783338608147,-1.0755329293392009,-2.9133100878863245,0.698750178235179,567.7197804965583,649.9092711331455,-0.6370926652443898,-2.8399999999964995
0.45898783338608146,-1.0942262482442182,-2.8823983791678565,0.5567501782353541,557.3469916525806,705.6439702984035,-0.6370926652443898,-2.8399999999964995
0.5089878333860814,-1.1090857893124277,-2.8517379592608467,0.4147501782355292,555.0428275586294,761.1482530542664,-1.2696652482567807,-2.673801426998311
0.5589878333860815,-1.1295068404893118,-2.794163977097269,0.280302691513877,539.8823530019611,815.1364883544626,-1.2696652482567807,-2.673801426998311
0.6089878333860815,-1.142945143614471,-2.7351487037309634,0.14661262016396134,526.9665272673011,867.8331410811927,-1.7568373574469973,-2.16970869371226
0.6589878333860816,-1.1505190588986134,-2.657871856413321,0.03582988786571652,506.9262467270489,918.5257657538976,-1.7568373574469973,-2.16970869371226
0.7089878333860816,-1.1489025259433792,-2.5817494504141862,-0.07265554681989658,493.1779899796088,967.8435647518585,-2.199999999999993,-1.5732915796436617
0.7589878333860817,-1.1364525287096865,-2.4929258902733107,-0.15403817254588195,468.96772690846683,1014.7403374427051,-2.199999999999993,-1.5732915796436617
0.8089878333860817,-1.1153195399464486,-2.408220308426671,-0.2327027515280651,438.5695532271674,1058.5972927654218,-2.2,-1.053015721918697
0.8589878333860818,-1.0868823170375344,-2.3295179907607815,-0.28772458645477783,415.9450377898774,1100.1917965444095,-2.2,-1.053015721918697
0.9089878333860818,-1.0529058056855765,-2.2568458542750287,-0.3403753725507127,391.2585039737299,1139.3176469417824,-2.1999999999882562,-0.655539616937383
0.9589878333860818,-1.0142946229711183,-2.1900962530670323,-0.3749637679385124,371.0492051770434,1176.4225674594868,-2.1999999999882562,-0.655539616937383
1.0089878333860818,-0.9723382350102854,-2.1290599834934243,-0.40774074878538147,352.25791781222665,1211.6483592407094,-2.1999999999882562,-0.655539616937383
1.0589878333860818,-0.9270722551907301,-2.0734563738930727,-0.44051772963225067,332.86191300586745,1244.9345505412962,-2.1999999999993274,-0.1947958188287289
1.1089878333860819,-0.8794599870464119,-2.0229589467716025,-0.452357264445276,316.3322895998857,1276.5677795012848,-2.1999999999993274,-0.1947958188287289
1.158987833386082,-0.8308993817391067,-1.9772161604584797,-0.4620970553867125,301.0154353548729,1306.669323036772,-2.1999999999970337,0.07532886310812272
1.208987833386082,-0.7819175304884199,-1.935867405784868,-0.45956164919325815,286.9420523985809,1335.3635282766302,-2.1999999999970337,0.07532886310812272
1.258987833386082,-0.7333122264283648,-1.8985548026712895,-0.455795206037852,274.59966260528824,1362.823494537159,-2.2,0.2998007053363004
1.308987833386082,-0.6855300361179129,-1.8649314932543184,-0.4418281544270248,262.8745362737866,1389.1109481645376,-2.2,0.2998007053363004
1.358987833386082,-0.6392418590570581,-1.8346671413327802,-0.42683811916020975,253.09057977410126,1414.4200061419476,-2.199999999999634,0.48751876328971155
1.4089878333860821,-0.5948389331358912,-1.8074512846961235,-0.40331766693691806,243.53651028991928,1438.7736571709395,-2.199999999999634,0.48751876328971155
